Front;Back;LessonID;TopicTags;Family;Category
Recruitment;Personalbeschaffung / Einstellung;1;jobs;recruitment;Lesson 1: Karriere
Apply for;Sich bewerben um;1;jobs;apply for;Lesson 1: Karriere
Resume / CV;Lebenslauf;1;jobs;resume / cv;Lesson 1: Karriere
Qualification;Qualifikation;1;jobs;qualification;Lesson 1: Karriere
Employee;Angestellter;1;jobs;employee;Lesson 1: Karriere
Employer;Arbeitgeber;1;jobs;employer;Lesson 1: Karriere
Promotion;Beförderung;1;jobs;promotion;Lesson 1: Karriere
Resign / Quit;Kündigen;1;jobs;resign / quit;Lesson 1: Karriere
Salary;Gehalt;1;money;salary;Lesson 1: Karriere
Deadline;Frist;1;office;deadline;Lesson 1: Büro
Environment;Umwelt;2;environment;environment;Lesson 2: Umwelt
Pollution;Verschmutzung;2;environment;pollution;Lesson 2: Umwelt
Climate Change;Klimawandel;2;environment;climate change;Lesson 2: Umwelt
Economy;Wirtschaft;2;economy;economy;Lesson 2: Wirtschaft
Poverty;Armut;2;society;poverty;Lesson 2: Gesellschaft
Government;Regierung;2;politics;government;Lesson 2: Politik
Issue;Problem / Thema;2;society;issue;Lesson 2: Gesellschaft
Debate;Debatte;2;society;debate;Lesson 2: Gesellschaft
It is said that...;Man sagt, dass...;2;grammar;it is said that...;Lesson 2: Passiv
Global warming;Globale Erwärmung;2;environment;global warming;Lesson 2: Umwelt
Journalist;Journalist;3;media;journalist;Lesson 3: Medien
Article;Artikel;3;media;article;Lesson 3: Medien
Headline;Schlagzeile;3;media;headline;Lesson 3: Medien
Breaking News;Eilmeldung;3;media;breaking news;Lesson 3: Medien
Fake News;Falschmeldungen;3;media;fake news;Lesson 3: Medien
Source;Quelle;3;media;source;Lesson 3: Medien
Interview;Interview;3;media;interview;Lesson 3: Medien
Admit;Zugeben;3;verbs;admit;Lesson 3: Verben
Deny;Leugnen / Abstreiten;3;verbs;deny;Lesson 3: Verben
Claim;Behaupten;3;verbs;claim;Lesson 3: Verben
Regret;Bedauern / Reue;4;nouns;regret;Lesson 4: Reue
Mistake;Fehler;4;nouns;mistake;Lesson 4: Reue
Decision;Entscheidung;4;nouns;decision;Lesson 4: Reue
Opportunity;Gelegenheit;4;nouns;opportunity;Lesson 4: Reue
Missed;Verpasst;4;adjectives;missed;Lesson 4: Adjektive
If I had known...;Wenn ich gewusst hätte...;4;grammar;if i had known...;Lesson 4: Grammatik
Change your mind;Meinung ändern;4;phrases;change your mind;Lesson 4: Phrasen
Blame;Beschuldigen / Schuld;4;verbs;blame;Lesson 4: Verben
Fault;Schuld (Fehler);4;nouns;fault;Lesson 4: Nouns
Apologize;Entschuldigen;4;verbs;apologize;Lesson 4: Verben
Used to be;War früher (Gewohnheit);5;grammar;used to be;Lesson 5: Grammatik
Get used to;Sich gewöhnen an;5;phrases;get used to;Lesson 5: Grammatik
Century;Jahrhundert;5;time;century;Lesson 5: Geschichte
Decade;Jahrzehnt;5;time;decade;Lesson 5: Geschichte
Generation;Generation;5;people;generation;Lesson 5: Geschichte
Lifestyle;Lebensstil;5;nouns;lifestyle;Lesson 5: Leben
Traditional;Traditionell;5;adjectives;traditional;Lesson 5: Adjektive
Modern;Modern;5;adjectives;modern;Lesson 5: Adjektive
Change;Veränderung / Ändern;5;nouns;change;Lesson 5: Nouns
Habit;Gewohnheit;5;nouns;habit;Lesson 5: Nouns
Goal;Ziel;6;planning;goal;Lesson 6: Pläne
Achieve;Erreichen;6;verbs;achieve;Lesson 6: Pläne
By the time;Bis zu dem Zeitpunkt;6;conjunctions;by the time;Lesson 6: Zeit
In ten years;In zehn Jahren;6;time;in ten years;Lesson 6: Zeit
Prediction;Vorhersage;6;nouns;prediction;Lesson 6: Zukunft
Likely;Wahrscheinlich;6;adjectives;likely;Lesson 6: Adjektive
Unlikely;Unwahrscheinlich;6;adjectives;unlikely;Lesson 6: Adjektive
Succeed;Erfolg haben;6;verbs;succeed;Lesson 6: Verben
Will have finished;Werde beendet haben;6;grammar;will have finished;Lesson 6: Grammatik
Progress;Fortschritt;6;nouns;progress;Lesson 6: Nouns
Argument;Argument / Streit;7;debating,auto_translation;argument;Lesson 7: Debatte
Point of view;Sichtweise;7;debating;point of view;Lesson 7: Debatte
Advantage;Vorteil;7;debating;advantage;Lesson 7: Debatte
Disadvantage;Nachteil;7;debating;disadvantage;Lesson 7: Debatte
However;Jedoch;7;conjunctions;however;Lesson 7: Konnektoren
Therefore;Deshalb;7;conjunctions;therefore;Lesson 7: Konnektoren
Furthermore;Außerdem;7;conjunctions;furthermore;Lesson 7: Konnektoren
On the other hand;Andererseits;7;phrases;on the other hand;Lesson 7: Konnektoren
Convince;Überzeugen;7;verbs;convince;Lesson 7: Verben
Agree to disagree;Sich einigen, uneinig zu sein;7;phrases;agree to disagree;Lesson 7: Phrasen
Evidence;Beweis;8;crime;evidence;Lesson 8: Krimi
Crime;Verbrechen;8;crime;crime;Lesson 8: Krimi
Clue;Hinweis;8;crime;clue;Lesson 8: Krimi
Witness;Zeuge;8;crime;witness;Lesson 8: Krimi
Suspect;Verdächtiger;8;crime;suspect;Lesson 8: Krimi
Must have been;Muss gewesen sein;8;grammar;must have been;Lesson 8: Grammatik
Can't have been;Kann nicht gewesen sein;8;grammar;can't have been;Lesson 8: Grammatik
Solve;Lösen (Fall);8;verbs;solve;Lesson 8: Verben
Investigate;Ermitteln;8;verbs;investigate;Lesson 8: Verben
Mystery;Rätsel;8;nouns;mystery;Lesson 8: Nouns
Complain;Beschweren;9;verbs;complain;Lesson 9: Beschwerde
Complaint;Beschwerde;9;nouns;complaint;Lesson 9: Beschwerde
Refund;Rückerstattung;9;nouns;refund;Lesson 9: Beschwerde
Replace;Ersetzen;9;verbs;replace;Lesson 9: Beschwerde
Broken;Kaputt;9;adjectives;broken;Lesson 9: Adjektive
Satisfied;Zufrieden;9;adjectives;satisfied;Lesson 9: Adjektive
Disappointed;Enttäuscht;9;adjectives;disappointed;Lesson 9: Adjektive
I wish I had...;Ich wünschte, ich hätte...;9;grammar;i wish i had...;Lesson 9: Grammatik
If only;Wenn doch nur;9;grammar;if only;Lesson 9: Grammatik
Expectation;Erwartung;9;nouns;expectation;Lesson 9: Nouns
Review;Rezension / Kritik;10;arts;review;Lesson 10: Kunst
Novel;Roman;10;arts;novel;Lesson 10: Kunst
Plot;Handlung;10;arts;plot;Lesson 10: Kunst
Character;Charakter (Buch/Film);10;arts;character;Lesson 10: Kunst
Director;Regisseur;10;arts;director;Lesson 10: Kunst
Moving;Bewegend (emotional);10;adjectives;moving;Lesson 10: Adjektive
Entertaining;Unterhaltsam;10;adjectives;entertaining;Lesson 10: Adjektive
Recommend;Empfehlen;10;verbs;recommend;Lesson 10: Verben
Fiction;Fiktion;10;nouns;fiction;Lesson 10: Nouns
Exhibition;Ausstellung;10;arts;exhibition;Lesson 10: Kunst
Innovation;Innovation;11;tech;innovation;Lesson 11: Tech
Development;Entwicklung;11;tech;development;Lesson 11: Tech
Device;Gerät;11;tech;device;Lesson 11: Tech
Software;Software;11;tech;software;Lesson 11: Tech
Digital;Digital;11;tech;digital;Lesson 11: Tech
Social Media;Soziale Medien;11;tech;social media;Lesson 11: Tech
Influencer;Influencer;11;tech;influencer;Lesson 11: Tech
Essential;Essenziell / Notwendig;11;adjectives;essential;Lesson 11: Adjektive
Improve;Verbessern;11;verbs;improve;Lesson 11: Verben
Useful;Nützlich;11;adjectives;useful;Lesson 11: Adjektive
Summary;Zusammenfassung;12;presentation;summary;Lesson 12: Präsentation
Conclusion;Fazit / Schlussfolgerung;12;presentation;conclusion;Lesson 12: Präsentation
Structure;Struktur;12;presentation;structure;Lesson 12: Präsentation
Topic;Thema;12;presentation;topic;Lesson 12: Präsentation
Attention;Aufmerksamkeit;12;presentation;attention;Lesson 12: Präsentation
Mention;Erwähnen;12;verbs;mention;Lesson 12: Verben
Focus on;Fokussieren auf;12;verbs;focus on;Lesson 12: Verben
In conclusion;Abschließend;12;phrases;in conclusion;Lesson 12: Phrasen
Finally;Schließlich;12;phrases;finally;Lesson 12: Phrasen
Questions;Fragen;12;presentation;questions;Lesson 12: Präsentation
mode;mode;1;auto_frequency,source_oxford,auto_no_translation;mode;
fund;fund;2;auto_frequency,source_oxford,auto_no_translation;fund;
contract;contract;3;auto_frequency,source_oxford,auto_no_translation;contract;
super;super;4;auto_frequency,source_oxford,auto_no_translation;super;
multiple;multiple;5;auto_frequency,source_oxford,auto_no_translation;multiple;
distribution;distribution;6;auto_frequency,source_oxford,auto_no_translation;distribution;
industrial;industrial;7;auto_frequency,source_oxford,auto_no_translation;industrial;
potential;potential;8;auto_frequency,source_oxford,auto_no_translation;potential;
associated;associated;9;auto_frequency,source_oxford,auto_no_translation;associated;
cancer;cancer;10;auto_frequency,source_oxford,auto_no_translation;cancer;
foundation;foundation;11;auto_frequency,source_oxford,auto_no_translation;foundation;
approach;Herangehensweise;12;auto_frequency,source_oxford,auto_translation;approach;
unique;unique;1;auto_frequency,source_oxford,auto_no_translation;unique;
prior;prior;2;auto_frequency,source_oxford,auto_no_translation;prior;
secure;secure;3;auto_frequency,source_oxford,auto_no_translation;secure;
navigation;navigation;4;auto_frequency,source_oxford,auto_no_translation;navigation;
master;master;5;auto_frequency,source_oxford,auto_no_translation;master;
transfer;transfer;6;auto_frequency,source_oxford,auto_no_translation;transfer;
kit;kit;7;auto_frequency,source_oxford,auto_no_translation;kit;
classic;classic;8;auto_frequency,source_oxford,auto_no_translation;classic;
command;command;9;auto_frequency,source_oxford,auto_no_translation;command;
assessment;assessment;10;auto_frequency,source_oxford,auto_no_translation;assessment;
ensure;ensure;11;auto_frequency,source_oxford,auto_no_translation;ensure;
thus;Somit / Dadurch;12;auto_frequency,source_oxford,auto_translation;thus;
budget;budget;1;auto_frequency,source_oxford,auto_no_translation;budget;
maximum;maximum;2;auto_frequency,source_oxford,auto_no_translation;maximum;
significant;significant;3;auto_frequency,source_oxford,auto_no_translation;significant;
retail;retail;4;auto_frequency,source_oxford,auto_no_translation;retail;
housing;housing;5;auto_frequency,source_oxford,auto_no_translation;housing;
input;input;6;auto_frequency,source_oxford,auto_no_translation;input;
valid;valid;7;auto_frequency,source_oxford,auto_no_translation;valid;
senior;senior;8;auto_frequency,source_oxford,auto_no_translation;senior;
sexy;sexy;9;auto_frequency,source_oxford,auto_no_translation;sexy;
grand;grand;10;auto_frequency,source_oxford,auto_no_translation;grand;
testing;testing;11;auto_frequency,source_oxford,auto_no_translation;testing;
trial;trial;12;auto_frequency,source_oxford,auto_no_translation;trial;
entire;entire;1;auto_frequency,source_oxford,auto_no_translation;entire;
abstract;abstract;2;auto_frequency,source_oxford,auto_no_translation;abstract;
output;output;3;auto_frequency,source_oxford,auto_no_translation;output;
resolution;resolution;4;auto_frequency,source_oxford,auto_no_translation;resolution;
publication;publication;5;auto_frequency,source_oxford,auto_no_translation;publication;
trust;trust;6;auto_frequency,source_oxford,auto_no_translation;trust;
session;session;7;auto_frequency,source_oxford,auto_no_translation;session;
assistance;Unterstützung;8;auto_frequency,source_oxford,auto_translation;assistance;
graphics;graphics;9;auto_frequency,source_oxford,auto_no_translation;graphics;
panel;panel;10;auto_frequency,source_oxford,auto_no_translation;panel;
otherwise;otherwise;11;auto_frequency,source_oxford,auto_no_translation;otherwise;
protein;protein;12;auto_frequency,source_oxford,auto_no_translation;protein;
transportation;transportation;1;auto_frequency,source_oxford,auto_no_translation;transportation;
membership;membership;2;auto_frequency,source_oxford,auto_no_translation;membership;
mission;mission;3;auto_frequency,source_oxford,auto_no_translation;mission;
internal;internal;4;auto_frequency,source_oxford,auto_no_translation;internal;
detailed;detailed;5;auto_frequency,source_oxford,auto_no_translation;detailed;
debt;debt;6;auto_frequency,source_oxford,auto_no_translation;debt;
core;core;7;auto_frequency,source_oxford,auto_no_translation;core;
fee;fee;8;auto_frequency,source_oxford,auto_no_translation;fee;
virtual;virtual;9;auto_frequency,source_oxford,auto_no_translation;virtual;
programming;programming;10;auto_frequency,source_oxford,auto_no_translation;programming;
external;external;11;auto_frequency,source_oxford,auto_no_translation;external;
aid;aid;12;auto_frequency,source_oxford,auto_no_translation;aid;
minimum;minimum;1;auto_frequency,source_oxford,auto_no_translation;minimum;
visual;visual;2;auto_frequency,source_oxford,auto_no_translation;visual;
civil;civil;3;auto_frequency,source_oxford,auto_no_translation;civil;
steel;steel;4;auto_frequency,source_oxford,auto_no_translation;steel;
sector;sector;5;auto_frequency,source_oxford,auto_no_translation;sector;
capacity;capacity;6;auto_frequency,source_oxford,auto_no_translation;capacity;
fully;fully;7;auto_frequency,source_oxford,auto_no_translation;fully;
unknown;unknown;8;auto_frequency,source_oxford,auto_no_translation;unknown;
funding;funding;9;auto_frequency,source_oxford,auto_no_translation;funding;
lord;lord;10;auto_frequency,source_oxford,auto_no_translation;lord;
grant;grant;11;auto_frequency,source_oxford,auto_no_translation;grant;
beyond;beyond;12;auto_frequency,source_oxford,auto_no_translation;beyond;
evaluation;evaluation;1;auto_frequency,source_oxford,auto_no_translation;evaluation;
former;former;2;auto_frequency,source_oxford,auto_no_translation;former;
zone;zone;3;auto_frequency,source_oxford,auto_no_translation;zone;
scale;scale;4;auto_frequency,source_oxford,auto_no_translation;scale;
monthly;monthly;5;auto_frequency,source_oxford,auto_no_translation;monthly;
critical;critical;6;auto_frequency,source_oxford,auto_no_translation;critical;
chief;chief;7;auto_frequency,source_oxford,auto_no_translation;chief;
relevant;relevant;8;auto_frequency,source_oxford,auto_no_translation;relevant;
justice;justice;9;auto_frequency,source_oxford,auto_no_translation;justice;
basket;basket;10;auto_frequency,source_oxford,auto_no_translation;basket;
weekly;weekly;11;auto_frequency,source_oxford,auto_no_translation;weekly;
installation;installation;12;auto_frequency,source_oxford,auto_no_translation;installation;
demand;Fordern;1;auto_frequency,source_oxford,auto_translation;demand;
advance;advance;2;auto_frequency,source_oxford,auto_no_translation;advance;
auction;auction;3;auto_frequency,source_oxford,auto_no_translation;auction;
firm;firm;4;auto_frequency,source_oxford,auto_no_translation;firm;
species;species;5;auto_frequency,source_oxford,auto_no_translation;species;
resort;resort;6;auto_frequency,source_oxford,auto_no_translation;resort;
facility;facility;7;auto_frequency,source_oxford,auto_no_translation;facility;
random;random;8;auto_frequency,source_oxford,auto_no_translation;random;
certificate;certificate;9;auto_frequency,source_oxford,auto_no_translation;certificate;
minister;minister;10;auto_frequency,source_oxford,auto_no_translation;minister;
motion;motion;11;auto_frequency,source_oxford,auto_no_translation;motion;
monitor;monitor;12;auto_frequency,source_oxford,auto_no_translation;monitor;
trading;trading;1;auto_frequency,source_oxford,auto_no_translation;trading;
coverage;coverage;2;auto_frequency,source_oxford,auto_no_translation;coverage;
vision;vision;3;auto_frequency,source_oxford,auto_no_translation;vision;
naked;naked;4;auto_frequency,source_oxford,auto_no_translation;naked;
publishing;publishing;5;auto_frequency,source_oxford,auto_no_translation;publishing;
palm;palm;6;auto_frequency,source_oxford,auto_no_translation;palm;
actual;actual;7;auto_frequency,source_oxford,auto_no_translation;actual;
satellite;satellite;8;auto_frequency,source_oxford,auto_no_translation;satellite;
root;root;9;auto_frequency,source_oxford,auto_no_translation;root;
shot;shot;10;auto_frequency,source_oxford,auto_no_translation;shot;
initial;initial;11;auto_frequency,source_oxford,auto_no_translation;initial;
league;league;12;auto_frequency,source_oxford,auto_no_translation;league;
manufacturing;manufacturing;1;auto_frequency,source_oxford,auto_no_translation;manufacturing;
phase;phase;2;auto_frequency,source_oxford,auto_no_translation;phase;
fantasy;fantasy;3;auto_frequency,source_oxford,auto_no_translation;fantasy;
motor;motor;4;auto_frequency,source_oxford,auto_no_translation;motor;
install;install;5;auto_frequency,source_oxford,auto_no_translation;install;
mass;mass;6;auto_frequency,source_oxford,auto_no_translation;mass;
breast;breast;7;auto_frequency,source_oxford,auto_no_translation;breast;
surgery;surgery;8;auto_frequency,source_oxford,auto_no_translation;surgery;
component;component;9;auto_frequency,source_oxford,auto_no_translation;component;
enable;enable;10;auto_frequency,source_oxford,auto_no_translation;enable;
bug;bug;11;auto_frequency,source_oxford,auto_no_translation;bug;
guarantee;guarantee;12;auto_frequency,source_oxford,auto_no_translation;guarantee;
rose;rose;1;auto_frequency,source_oxford,auto_no_translation;rose;
freedom;freedom;2;auto_frequency,source_oxford,auto_no_translation;freedom;
joint;joint;3;auto_frequency,source_oxford,auto_no_translation;joint;
stream;stream;4;auto_frequency,source_oxford,auto_no_translation;stream;
hearing;hearing;5;auto_frequency,source_oxford,auto_no_translation;hearing;
therapy;therapy;6;auto_frequency,source_oxford,auto_no_translation;therapy;
upper;upper;7;auto_frequency,source_oxford,auto_no_translation;upper;
prime;prime;8;auto_frequency,source_oxford,auto_no_translation;prime;
urban;urban;9;auto_frequency,source_oxford,auto_no_translation;urban;
reporting;reporting;10;auto_frequency,source_oxford,auto_no_translation;reporting;
load;load;11;auto_frequency,source_oxford,auto_no_translation;load;
nursing;nursing;12;auto_frequency,source_oxford,auto_no_translation;nursing;
recovery;recovery;1;auto_frequency,source_oxford,auto_no_translation;recovery;
comprehensive;comprehensive;2;auto_frequency,source_oxford,auto_no_translation;comprehensive;
universal;universal;3;auto_frequency,source_oxford,auto_no_translation;universal;
finding;finding;4;auto_frequency,source_oxford,auto_no_translation;finding;
intended;intended;5;auto_frequency,source_oxford,auto_no_translation;intended;
mount;mount;6;auto_frequency,source_oxford,auto_no_translation;mount;
rank;rank;7;auto_frequency,source_oxford,auto_no_translation;rank;
procedure;procedure;8;auto_frequency,source_oxford,auto_no_translation;procedure;
leadership;leadership;9;auto_frequency,source_oxford,auto_no_translation;leadership;
faith;faith;10;auto_frequency,source_oxford,auto_no_translation;faith;
domestic;domestic;11;auto_frequency,source_oxford,auto_no_translation;domestic;
sequence;sequence;12;auto_frequency,source_oxford,auto_no_translation;sequence;
inch;inch;1;auto_frequency,source_oxford,auto_no_translation;inch;
opening;opening;2;auto_frequency,source_oxford,auto_no_translation;opening;
reserve;reserve;3;auto_frequency,source_oxford,auto_no_translation;reserve;
counter;counter;4;auto_frequency,source_oxford,auto_no_translation;counter;
failure;failure;5;auto_frequency,source_oxford,auto_no_translation;failure;
automatically;automatically;6;auto_frequency,source_oxford,auto_no_translation;automatically;
approval;approval;7;auto_frequency,source_oxford,auto_no_translation;approval;
draft;draft;8;auto_frequency,source_oxford,auto_no_translation;draft;
matching;matching;9;auto_frequency,source_oxford,auto_no_translation;matching;
workshop;workshop;10;auto_frequency,source_oxford,auto_no_translation;workshop;
extension;extension;11;auto_frequency,source_oxford,auto_no_translation;extension;
golden;golden;12;auto_frequency,source_oxford,auto_no_translation;golden;
lighting;lighting;1;auto_frequency,source_oxford,auto_no_translation;lighting;
gene;gene;2;auto_frequency,source_oxford,auto_no_translation;gene;
disc;disc;3;auto_frequency,source_oxford,auto_no_translation;disc;
sponsor;sponsor;4;auto_frequency,source_oxford,auto_no_translation;sponsor;
icon;icon;5;auto_frequency,source_oxford,auto_no_translation;icon;
delete;delete;6;auto_frequency,source_oxford,auto_no_translation;delete;
cast;cast;7;auto_frequency,source_oxford,auto_no_translation;cast;
soul;soul;8;auto_frequency,source_oxford,auto_no_translation;soul;
AIDS;AIDS;9;auto_frequency,source_oxford,auto_no_translation;aids;
maintain;maintain;10;auto_frequency,source_oxford,auto_no_translation;maintain;
priority;priority;11;auto_frequency,source_oxford,auto_no_translation;priority;
graphic;graphic;12;auto_frequency,source_oxford,auto_no_translation;graphic;
brief;brief;1;auto_frequency,source_oxford,auto_no_translation;brief;
tag;tag;2;auto_frequency,source_oxford,auto_no_translation;tag;
framework;framework;3;auto_frequency,source_oxford,auto_no_translation;framework;
handle;handle;4;auto_frequency,source_oxford,auto_no_translation;handle;
associate;associate;5;auto_frequency,source_oxford,auto_no_translation;associate;
revenue;revenue;6;auto_frequency,source_oxford,auto_no_translation;revenue;
gain;gain;7;auto_frequency,source_oxford,auto_no_translation;gain;
depth;depth;8;auto_frequency,source_oxford,auto_no_translation;depth;
concept;concept;9;auto_frequency,source_oxford,auto_no_translation;concept;
origin;origin;10;auto_frequency,source_oxford,auto_no_translation;origin;
gaming;gaming;11;auto_frequency,source_oxford,auto_no_translation;gaming;
clip;clip;12;auto_frequency,source_oxford,auto_no_translation;clip;
partnership;partnership;1;auto_frequency,source_oxford,auto_no_translation;partnership;
editorial;editorial;2;auto_frequency,source_oxford,auto_no_translation;editorial;
wire;wire;3;auto_frequency,source_oxford,auto_no_translation;wire;
rural;rural;4;auto_frequency,source_oxford,auto_no_translation;rural;
economics;economics;5;auto_frequency,source_oxford,auto_no_translation;economics;
acid;acid;6;auto_frequency,source_oxford,auto_no_translation;acid;
obtain;obtain;7;auto_frequency,source_oxford,auto_no_translation;obtain;
failed;failed;8;auto_frequency,source_oxford,auto_no_translation;failed;
proposal;Vorschlag;9;auto_frequency,source_oxford,auto_translation;proposal;
conduct;conduct;10;auto_frequency,source_oxford,auto_no_translation;conduct;
ultimate;ultimate;11;auto_frequency,source_oxford,auto_no_translation;ultimate;
representative;representative;12;auto_frequency,source_oxford,auto_no_translation;representative;
frequency;frequency;1;auto_frequency,source_oxford,auto_no_translation;frequency;
minor;minor;2;auto_frequency,source_oxford,auto_no_translation;minor;
forecast;forecast;3;auto_frequency,source_oxford,auto_no_translation;forecast;
accuracy;accuracy;4;auto_frequency,source_oxford,auto_no_translation;accuracy;
creation;creation;5;auto_frequency,source_oxford,auto_no_translation;creation;
chairman;chairman;6;auto_frequency,source_oxford,auto_no_translation;chairman;
violence;violence;7;auto_frequency,source_oxford,auto_no_translation;violence;
dynamic;dynamic;8;auto_frequency,source_oxford,auto_no_translation;dynamic;
gender;gender;9;auto_frequency,source_oxford,auto_no_translation;gender;
